"","fips","NEVER","RARELY","SOMETIMES","FREQUENTLY","ALWAYS"
"2099",39111,0.04,0.144,0.139,0.291,0.386
"2100",39113,0.041,0.065,0.065,0.222,0.607
"2101",39115,0.142,0.114,0.153,0.259,0.332
"2102",39117,0.059,0.094,0.075,0.31,0.462
"2103",39119,0.136,0.145,0.121,0.182,0.416
"2104",39121,0.109,0.176,0.139,0.219,0.357
"2105",39123,0.052,0.035,0.084,0.219,0.609
"2106",39125,0.095,0.061,0.24,0.314,0.29
"2107",39127,0.138,0.149,0.214,0.19,0.309
"2108",39129,0.067,0.087,0.092,0.244,0.51
"2109",39131,0.186,0.124,0.124,0.158,0.409
"2110",39133,0.028,0.078,0.126,0.213,0.555
"2111",39135,0.045,0.146,0.186,0.248,0.375
"2112",39137,0.041,0.118,0.253,0.307,0.28
"2113",39139,0.066,0.08,0.213,0.221,0.419
"2114",39141,0.181,0.103,0.101,0.168,0.447
"2115",39143,0.139,0.074,0.109,0.209,0.469
"2116",39145,0.121,0.096,0.242,0.156,0.387
"2117",39147,0.119,0.195,0.243,0.164,0.279
"2118",39149,0.182,0.119,0.216,0.283,0.2
"2119",39151,0.065,0.11,0.102,0.198,0.525
"2120",39153,0.048,0.056,0.125,0.207,0.565
"2121",39155,0.054,0.059,0.121,0.23,0.535
"2122",39157,0.126,0.204,0.116,0.215,0.339
"2123",39159,0.175,0.018,0.099,0.245,0.463
"2124",39161,0.069,0.084,0.223,0.412,0.212
"2125",39163,0.09,0.165,0.218,0.147,0.38
"2126",39165,0.062,0.044,0.085,0.162,0.647
"2127",39167,0.072,0.121,0.142,0.29,0.375
"2128",39169,0.064,0.082,0.144,0.245,0.466
"2129",39171,0.035,0.133,0.199,0.208,0.425
"2130",39173,0.029,0.061,0.086,0.252,0.572
"2131",39175,0.1,0.201,0.138,0.135,0.426
"2132",40001,0.105,0.068,0.258,0.213,0.356
"2133",40003,0.203,0.096,0.188,0.25,0.262
"2134",40005,0.076,0.184,0.111,0.284,0.345
"2135",40007,0.153,0.154,0.085,0.223,0.384
"2136",40009,0.088,0.265,0.187,0.121,0.339
"2137",40011,0.029,0.081,0.244,0.32,0.326
"2138",40013,0.094,0.087,0.125,0.237,0.457
"2139",40015,0.013,0.111,0.194,0.239,0.444
"2140",40017,0.043,0.073,0.103,0.309,0.472
"2141",40019,0.128,0.169,0.138,0.213,0.351
"2142",40021,0.099,0.121,0.212,0.24,0.327
"2143",40023,0.064,0.113,0.119,0.251,0.454
"2144",40025,0.14,0.089,0.153,0.26,0.358
"2145",40027,0.046,0.101,0.079,0.25,0.524
"2146",40029,0.075,0.12,0.105,0.307,0.394
"2147",40031,0.054,0.179,0.127,0.226,0.413
"2148",40033,0.06,0.117,0.102,0.173,0.548
"2149",40035,0.247,0.113,0.236,0.112,0.292
"2150",40037,0.154,0.074,0.145,0.212,0.415
"2151",40039,0.006,0.274,0.413,0.13,0.177
"2152",40041,0.188,0.187,0.202,0.107,0.316
"2153",40043,0.066,0.185,0.286,0.219,0.244
"2154",40045,0.132,0.22,0.135,0.207,0.306
"2155",40047,0.233,0.103,0.127,0.28,0.258
"2156",40049,0.075,0.087,0.157,0.249,0.433
"2157",40051,0.047,0.098,0.185,0.249,0.422
"2158",40053,0.205,0.136,0.145,0.255,0.257
"2159",40055,0.073,0.19,0.148,0.225,0.365
"2160",40057,0.105,0.158,0.16,0.239,0.338
"2161",40059,0.158,0.189,0.118,0.257,0.278
"2162",40061,0.146,0.09,0.203,0.258,0.303
"2163",40063,0.089,0.037,0.146,0.213,0.514
"2164",40065,0.021,0.127,0.148,0.291,0.411
"2165",40067,0.084,0.108,0.163,0.14,0.505
"2166",40069,0.088,0.137,0.157,0.244,0.374
"2167",40071,0.099,0.12,0.135,0.225,0.419
"2168",40073,0.046,0.093,0.05,0.192,0.619
"2169",40075,0.025,0.19,0.131,0.239,0.415
"2170",40077,0.159,0.136,0.184,0.277,0.245
"2171",40079,0.142,0.152,0.156,0.196,0.354
"2172",40081,0.135,0.103,0.204,0.222,0.337
"2173",40083,0.03,0.027,0.114,0.31,0.519
"2174",40085,0.188,0.08,0.103,0.195,0.435
"2175",40087,0.092,0.099,0.068,0.197,0.545
"2176",40089,0.131,0.141,0.117,0.187,0.423
"2177",40091,0.085,0.057,0.265,0.221,0.373
"2178",40093,0.169,0.072,0.212,0.285,0.261
"2179",40095,0.13,0.074,0.114,0.256,0.425
"2180",40097,0.173,0.175,0.213,0.135,0.303
"2181",40099,0.042,0.154,0.247,0.218,0.34
"2182",40101,0.063,0.088,0.262,0.198,0.388
"2183",40103,0.069,0.085,0.1,0.253,0.493
"2184",40105,0.148,0.121,0.164,0.181,0.386
"2185",40107,0.112,0.035,0.241,0.193,0.419
"2186",40109,0.096,0.064,0.097,0.225,0.518
"2187",40111,0.078,0.052,0.204,0.276,0.39
"2188",40113,0.077,0.103,0.23,0.218,0.372
"2189",40115,0.154,0.13,0.229,0.151,0.337
"2190",40117,0.178,0.085,0.159,0.213,0.365
"2191",40119,0.083,0.068,0.129,0.207,0.514
"2192",40121,0.117,0.112,0.153,0.36,0.258
"2193",40123,0.029,0.033,0.102,0.235,0.601
"2194",40125,0.042,0.052,0.278,0.236,0.392
"2195",40127,0.077,0.152,0.122,0.261,0.388
"2196",40129,0.109,0.248,0.192,0.091,0.36
"2197",40131,0.097,0.105,0.164,0.201,0.433
"2198",40133,0.095,0.034,0.225,0.169,0.478
"2199",40135,0.106,0.11,0.209,0.212,0.362
"2200",40137,0.041,0.088,0.21,0.286,0.375
"2201",40139,0.123,0.12,0.102,0.225,0.43
"2202",40141,0.042,0.142,0.11,0.225,0.48
"2203",40143,0.074,0.061,0.141,0.243,0.482
"2204",40145,0.032,0.112,0.175,0.306,0.375
"2205",40147,0.118,0.183,0.162,0.192,0.345
"2206",40149,0.024,0.256,0.243,0.164,0.313
"2207",40151,0.165,0.116,0.166,0.281,0.272
"2208",40153,0.146,0.232,0.145,0.247,0.229
"2209",41001,0.051,0.189,0.179,0.189,0.392
"2210",41003,0.007,0.007,0.059,0.156,0.77
"2211",41005,0.016,0.024,0.071,0.168,0.721
"2212",41007,0.052,0.027,0.051,0.073,0.797
"2213",41009,0.048,0.015,0.158,0.174,0.604
"2214",41011,0.128,0.061,0.136,0.099,0.577
"2215",41013,0.019,0.075,0.027,0.246,0.633
"2216",41015,0.025,0.058,0.1,0.162,0.655
"2217",41017,0.01,0.061,0.014,0.25,0.666
"2218",41019,0.082,0.052,0.116,0.239,0.511
"2219",41021,0.008,0.003,0.049,0.332,0.607
"2220",41023,0.014,0.062,0.132,0.12,0.671
"2221",41025,0.032,0.099,0.114,0.157,0.598
"2222",41027,0.03,0.071,0.127,0.162,0.61
"2223",41029,0.044,0.077,0.075,0.138,0.665
"2224",41031,0.018,0.062,0.012,0.25,0.657
"2225",41033,0.028,0.056,0.072,0.192,0.652
"2226",41035,0.097,0.031,0.062,0.227,0.583
"2227",41037,0.05,0.017,0.127,0.247,0.558
"2228",41039,0.031,0.036,0.077,0.137,0.719
"2229",41041,0.001,0.012,0.047,0.131,0.81
"2230",41043,0.057,0.025,0.096,0.159,0.664
"2231",41045,0.071,0.206,0.213,0.206,0.305
"2232",41047,0.029,0.013,0.053,0.196,0.71
"2233",41049,0.026,0.004,0.083,0.197,0.69
"2234",41051,0.013,0.016,0.054,0.178,0.738
"2235",41053,0.013,0.022,0.078,0.242,0.645
"2236",41055,0.008,0.014,0.046,0.271,0.66
"2237",41057,0.125,0.04,0.092,0.163,0.581
"2238",41059,0.043,0.01,0.081,0.155,0.71
"2239",41061,0.034,0.088,0.086,0.189,0.603
"2240",41063,0.041,0.083,0.146,0.229,0.501
"2241",41065,0.019,0.034,0.069,0.197,0.681
"2242",41067,0.006,0.009,0.059,0.169,0.756
"2243",41069,0.023,0.07,0.049,0.232,0.626
"2244",41071,0.021,0.035,0.072,0.143,0.729
"2245",42001,0.039,0.034,0.083,0.238,0.606
"2246",42003,0.017,0.022,0.035,0.165,0.761
"2247",42005,0.027,0.074,0.159,0.173,0.568
"2248",42007,0.015,0.023,0.1,0.137,0.725
"2249",42009,0.014,0.111,0.1,0.205,0.57
"2250",42011,0.036,0.012,0.06,0.174,0.719
"2251",42013,0.041,0.132,0.083,0.249,0.495
"2252",42015,0.042,0.017,0.051,0.194,0.697
"2253",42017,0.014,0.018,0.032,0.131,0.805
"2254",42019,0.035,0.062,0.062,0.194,0.647
"2255",42021,0.026,0.062,0.153,0.228,0.53
"2256",42023,0.147,0.014,0.048,0.142,0.649
"2257",42025,0.013,0.062,0.015,0.145,0.764
"2258",42027,0.017,0.013,0.076,0.101,0.792
"2259",42029,0.006,0.022,0.038,0.113,0.82
"2260",42031,0.057,0.03,0.152,0.155,0.605
"2261",42033,0.051,0.055,0.176,0.206,0.512
"2262",42035,0.014,0.024,0.077,0.19,0.696
"2263",42037,0.02,0.046,0.05,0.163,0.721
"2264",42039,0.024,0.016,0.136,0.266,0.558
"2265",42041,0.031,0.032,0.183,0.192,0.562
"2266",42043,0.032,0.023,0.258,0.147,0.539
"2267",42045,0.01,0.01,0.044,0.123,0.814
"2268",42047,0.055,0.016,0.084,0.15,0.695
"2269",42049,0.016,0.025,0.057,0.136,0.766
"2270",42051,0.053,0.064,0.144,0.161,0.578
"2271",42053,0.016,0.008,0.158,0.196,0.622
"2272",42055,0.023,0.04,0.082,0.248,0.607
"2273",42057,0.013,0.145,0.053,0.23,0.559
"2274",42059,0.104,0.11,0.187,0.124,0.475
"2275",42061,0.07,0.06,0.155,0.232,0.483
"2276",42063,0.015,0.047,0.066,0.22,0.652
"2277",42065,0.083,0.046,0.142,0.197,0.531
"2278",42067,0.065,0.068,0.093,0.214,0.56
"2279",42069,0.007,0.006,0.039,0.106,0.843
"2280",42071,0.037,0.013,0.054,0.172,0.724
"2281",42073,0.034,0.07,0.093,0.301,0.503
"2282",42075,0.026,0.008,0.062,0.178,0.725
"2283",42077,0.014,0.004,0.053,0.103,0.826
"2284",42079,0.016,0.024,0.045,0.136,0.779
"2285",42081,0.062,0.057,0.06,0.207,0.614
"2286",42083,0.012,0.004,0.03,0.134,0.82
"2287",42085,0.028,0.044,0.094,0.215,0.62
"2288",42087,0.084,0.049,0.129,0.171,0.567
"2289",42089,0.019,0.047,0.052,0.061,0.822
"2290",42091,0.016,0.019,0.044,0.16,0.761
"2291",42093,0.042,0.022,0.079,0.143,0.714
"2292",42095,0.015,0.012,0.034,0.118,0.822
"2293",42097,0.064,0.013,0.078,0.197,0.649
"2294",42099,0.035,0.017,0.1,0.199,0.649
"2295",42101,0.023,0.012,0.051,0.12,0.794
"2296",42103,0.01,0.013,0.036,0.165,0.777
"2297",42105,0.061,0.011,0.061,0.12,0.747
"2298",42107,0.066,0.002,0.048,0.173,0.711
"2299",42109,0.062,0.036,0.104,0.226,0.572
"2300",42111,0.041,0.04,0.188,0.267,0.464
"2301",42113,0.025,0.035,0.038,0.141,0.76
"2302",42115,0.046,0.029,0.038,0.065,0.822
"2303",42117,0.098,0.044,0.111,0.183,0.565
"2304",42119,0.078,0.032,0.103,0.211,0.576
"2305",42121,0.004,0.015,0.115,0.152,0.714
"2306",42123,0.009,0.019,0.114,0.224,0.634
"2307",42125,0.052,0.02,0.045,0.149,0.735
"2308",42127,0.004,0.009,0.08,0.08,0.828
"2309",42129,0.017,0.07,0.069,0.172,0.673
"2310",42131,0.035,0.008,0.049,0.072,0.836
"2311",42133,0.018,0.024,0.091,0.174,0.693
"2312",44001,0.007,0.003,0.02,0.143,0.827
"2313",44003,0.016,0.003,0.05,0.123,0.807
"2314",44005,0.004,0.006,0.046,0.129,0.815
"2315",44007,0.022,0.014,0.05,0.159,0.754
"2316",44009,0.012,0.022,0.034,0.126,0.807
"2317",45001,0.117,0.102,0.243,0.166,0.371
"2318",45003,0.1,0.086,0.116,0.193,0.505
"2319",45005,0.172,0.211,0.012,0.22,0.384
"2320",45007,0.069,0.065,0.138,0.26,0.468
"2321",45009,0.167,0.031,0.053,0.235,0.515
"2322",45011,0.169,0.067,0.035,0.281,0.447
"2323",45013,0.038,0.027,0.055,0.147,0.733
"2324",45015,0.05,0.074,0.107,0.171,0.597
"2325",45017,0.06,0.047,0.129,0.173,0.592
"2326",45019,0.036,0.059,0.062,0.186,0.657
"2327",45021,0.088,0.083,0.121,0.179,0.528
"2328",45023,0.151,0.065,0.055,0.23,0.5
"2329",45025,0.117,0.079,0.148,0.129,0.526
"2330",45027,0.083,0.147,0.128,0.157,0.486
"2331",45029,0.088,0.077,0.094,0.1,0.641
"2332",45031,0.153,0.083,0.114,0.103,0.548
"2333",45033,0.156,0.056,0.188,0.17,0.43
"2334",45035,0.071,0.071,0.123,0.16,0.576
"2335",45037,0.099,0.084,0.083,0.165,0.569
"2336",45039,0.046,0.032,0.046,0.31,0.566
"2337",45041,0.114,0.08,0.133,0.109,0.564
"2338",45043,0.04,0.014,0.079,0.191,0.675
"2339",45045,0.049,0.079,0.153,0.206,0.513
"2340",45047,0.074,0.087,0.226,0.151,0.463
"2341",45049,0.13,0.156,0.025,0.148,0.542
"2342",45051,0.086,0.052,0.081,0.19,0.591
"2343",45053,0.129,0.055,0.056,0.201,0.559
"2344",45055,0.062,0.019,0.114,0.189,0.616
"2345",45057,0.067,0.068,0.048,0.224,0.594
"2346",45059,0.09,0.102,0.164,0.214,0.43
"2347",45061,0.123,0.06,0.154,0.157,0.506
"2348",45063,0.044,0.038,0.129,0.214,0.576
"2349",45065,0.072,0.115,0.106,0.202,0.505
"2350",45067,0.28,0.036,0.182,0.127,0.376
"2351",45069,0.155,0.027,0.153,0.149,0.515
"2352",45071,0.078,0.128,0.062,0.202,0.529
"2353",45073,0.142,0.061,0.103,0.221,0.472
"2354",45075,0.135,0.056,0.111,0.169,0.529
"2355",45077,0.066,0.059,0.146,0.236,0.493
"2356",45079,0.03,0.016,0.099,0.235,0.62
"2357",45081,0.053,0.095,0.117,0.206,0.529
"2358",45083,0.06,0.091,0.126,0.227,0.496
"2359",45085,0.128,0.054,0.154,0.182,0.483
"2360",45087,0.14,0.02,0.074,0.305,0.462
"2361",45089,0.034,0.057,0.12,0.158,0.631
"2362",45091,0.057,0.074,0.062,0.204,0.602
"2363",46003,0.239,0.073,0.236,0.15,0.302
"2364",46005,0.234,0.104,0.147,0.173,0.342
"2365",46007,0.147,0.052,0.117,0.327,0.356
"2366",46009,0.108,0.205,0.198,0.193,0.295
"2367",46011,0.04,0.124,0.263,0.229,0.345
"2368",46013,0.256,0.098,0.142,0.166,0.338
"2369",46015,0.163,0.075,0.168,0.264,0.33
"2370",46017,0.161,0.059,0.157,0.253,0.371
"2371",46019,0.12,0.085,0.153,0.204,0.438
"2372",46021,0.155,0.167,0.122,0.277,0.278
"2373",46023,0.117,0.149,0.254,0.192,0.288
"2374",46025,0.211,0.147,0.172,0.125,0.345
"2375",46027,0.091,0.178,0.116,0.243,0.373
"2376",46029,0.185,0.144,0.25,0.117,0.305
"2377",46031,0.144,0.19,0.134,0.285,0.247
"2378",46033,0.132,0.088,0.156,0.229,0.396
"2379",46035,0.249,0.074,0.303,0.107,0.267
"2380",46037,0.256,0.14,0.175,0.118,0.311
"2381",46039,0.136,0.111,0.275,0.169,0.309
"2382",46041,0.069,0.057,0.141,0.237,0.497
"2383",46043,0.189,0.108,0.269,0.146,0.289
"2384",46045,0.217,0.088,0.15,0.197,0.348
"2385",46047,0.141,0.093,0.152,0.25,0.364
"2386",46049,0.205,0.079,0.146,0.198,0.372
"2387",46051,0.259,0.129,0.232,0.12,0.26
"2388",46053,0.113,0.118,0.206,0.264,0.299
"2389",46055,0.117,0.051,0.151,0.241,0.44
"2390",46057,0.119,0.143,0.256,0.137,0.345
"2391",46059,0.182,0.071,0.147,0.225,0.376
"2392",46061,0.185,0.107,0.269,0.148,0.29
"2393",46063,0.105,0.068,0.145,0.235,0.446
"2394",46065,0.091,0.027,0.109,0.251,0.523
"2395",46067,0.129,0.163,0.199,0.188,0.321
"2396",46069,0.142,0.053,0.142,0.234,0.43
"2397",46071,0.129,0.052,0.136,0.281,0.401
"2398",46073,0.233,0.073,0.185,0.184,0.326
"2399",46075,0.115,0.03,0.101,0.293,0.462
"2400",46077,0.128,0.13,0.217,0.184,0.341
"2401",46079,0.11,0.144,0.183,0.237,0.326
"2402",46081,0.124,0.089,0.154,0.205,0.428
"2403",46083,0.078,0.181,0.106,0.25,0.385
"2404",46085,0.13,0.046,0.119,0.287,0.419
"2405",46087,0.113,0.154,0.144,0.238,0.35
"2406",46089,0.204,0.091,0.161,0.22,0.323
"2407",46091,0.196,0.146,0.183,0.161,0.313
"2408",46093,0.123,0.078,0.161,0.214,0.425
"2409",46095,0.136,0.028,0.091,0.34,0.405
"2410",46097,0.16,0.123,0.216,0.218,0.284
"2411",46099,0.087,0.187,0.106,0.251,0.369
"2412",46101,0.078,0.183,0.165,0.245,0.329
"2413",46102,0.15,0.075,0.139,0.281,0.355
"2414",46103,0.127,0.078,0.159,0.222,0.414
"2415",46105,0.132,0.081,0.185,0.243,0.36
"2416",46107,0.131,0.067,0.147,0.225,0.431
"2417",46109,0.241,0.175,0.164,0.094,0.326
"2418",46111,0.252,0.095,0.222,0.155,0.276
"2419",46115,0.232,0.103,0.132,0.173,0.36
"2420",46117,0.08,0.024,0.104,0.245,0.546
"2421",46119,0.084,0.031,0.128,0.228,0.528
"2422",46121,0.147,0.031,0.097,0.368,0.357
"2423",46123,0.142,0.066,0.138,0.311,0.343
"2424",46125,0.084,0.176,0.115,0.251,0.375
"2425",46127,0.082,0.177,0.12,0.204,0.418
"2426",46129,0.14,0.144,0.132,0.265,0.318
"2427",46135,0.109,0.205,0.167,0.26,0.259
"2428",46137,0.105,0.053,0.172,0.235,0.434
"2429",47001,0.088,0.105,0.112,0.215,0.48
"2430",47003,0.164,0.093,0.246,0.248,0.249
"2431",47005,0.169,0.109,0.206,0.21,0.306
"2432",47007,0.082,0.122,0.131,0.251,0.415
"2433",47009,0.069,0.089,0.097,0.183,0.562
"2434",47011,0.121,0.098,0.126,0.282,0.373
"2435",47013,0.059,0.075,0.204,0.109,0.554
"2436",47015,0.209,0.089,0.238,0.182,0.282
"2437",47017,0.179,0.088,0.163,0.234,0.337
"2438",47019,0.115,0.031,0.151,0.215,0.487
"2439",47021,0.018,0.067,0.155,0.28,0.48
"2440",47023,0.108,0.068,0.122,0.362,0.34
"2441",47025,0.163,0.114,0.091,0.236,0.397
"2442",47027,0.099,0.105,0.264,0.126,0.406
"2443",47029,0.197,0.118,0.082,0.171,0.431
"2444",47031,0.165,0.09,0.174,0.208,0.363
"2445",47033,0.14,0.078,0.123,0.226,0.432
"2446",47035,0.096,0.093,0.201,0.214,0.395
"2447",47037,0.02,0.037,0.086,0.181,0.677
"2448",47039,0.175,0.171,0.168,0.168,0.318
"2449",47041,0.157,0.152,0.231,0.132,0.328
"2450",47043,0.054,0.076,0.079,0.336,0.455
"2451",47045,0.175,0.17,0.12,0.204,0.331
"2452",47047,0.022,0.001,0.089,0.205,0.682
"2453",47049,0.123,0.122,0.157,0.162,0.437
"2454",47051,0.166,0.092,0.13,0.201,0.411
"2455",47053,0.182,0.086,0.111,0.26,0.361
"2456",47055,0.061,0.068,0.192,0.237,0.441
"2457",47057,0.126,0.134,0.129,0.221,0.39
"2458",47059,0.125,0.178,0.033,0.254,0.41
"2459",47061,0.142,0.165,0.151,0.212,0.33
"2460",47063,0.157,0.113,0.121,0.189,0.42
"2461",47065,0.116,0.116,0.129,0.229,0.411
"2462",47067,0.148,0.243,0.059,0.14,0.41
"2463",47069,0.035,0.056,0.215,0.261,0.434
"2464",47071,0.142,0.14,0.107,0.241,0.371
"2465",47073,0.118,0.146,0.132,0.196,0.407
"2466",47075,0.086,0.026,0.169,0.155,0.565
"2467",47077,0.127,0.107,0.156,0.282,0.327
"2468",47079,0.092,0.09,0.264,0.207,0.347
"2469",47081,0.063,0.057,0.082,0.217,0.581
"2470",47083,0.108,0.049,0.116,0.337,0.39
"2471",47085,0.121,0.095,0.156,0.267,0.36
"2472",47087,0.138,0.128,0.249,0.093,0.392
"2473",47089,0.151,0.092,0.149,0.176,0.431
"2474",47091,0.107,0.079,0.141,0.261,0.412
"2475",47093,0.036,0.032,0.144,0.209,0.579
"2476",47095,0.133,0.143,0.166,0.201,0.357
"2477",47097,0.064,0.094,0.191,0.142,0.508
"2478",47099,0.074,0.129,0.156,0.192,0.45
"2479",47101,0.098,0.084,0.198,0.236,0.385
"2480",47103,0.126,0.187,0.106,0.214,0.367
"2481",47105,0.041,0.06,0.107,0.219,0.573
"2482",47107,0.077,0.087,0.155,0.298,0.384
"2483",47109,0.107,0.105,0.115,0.274,0.4
"2484",47111,0.146,0.085,0.215,0.083,0.47
"2485",47113,0.1,0.056,0.129,0.334,0.381
"2486",47115,0.115,0.122,0.135,0.247,0.381
"2487",47117,0.219,0.129,0.139,0.164,0.349
"2488",47119,0.119,0.07,0.19,0.156,0.466
"2489",47121,0.08,0.118,0.136,0.214,0.453
"2490",47123,0.07,0.138,0.165,0.229,0.397
"2491",47125,0.083,0.063,0.203,0.228,0.423
"2492",47127,0.173,0.101,0.176,0.235,0.316
"2493",47129,0.08,0.113,0.077,0.318,0.413
"2494",47131,0.117,0.125,0.187,0.246,0.325
"2495",47133,0.12,0.131,0.228,0.128,0.393
"2496",47135,0.18,0.148,0.137,0.159,0.376
"2497",47137,0.105,0.128,0.219,0.133,0.416
"2498",47139,0.089,0.069,0.15,0.24,0.452
"2499",47141,0.16,0.164,0.207,0.099,0.369
"2500",47143,0.096,0.154,0.113,0.154,0.483
"2501",47145,0.074,0.142,0.105,0.274,0.405
"2502",47147,0.187,0.069,0.081,0.159,0.504
"2503",47149,0.081,0.073,0.121,0.215,0.51
"2504",47151,0.121,0.144,0.154,0.219,0.362
"2505",47153,0.108,0.087,0.177,0.289,0.339
"2506",47155,0.039,0.072,0.15,0.183,0.556
"2507",47157,0.034,0.025,0.105,0.184,0.653
"2508",47159,0.088,0.091,0.202,0.113,0.507
"2509",47161,0.071,0.045,0.15,0.214,0.521
"2510",47163,0.096,0.091,0.143,0.187,0.483
"2511",47165,0.104,0.069,0.14,0.196,0.49
"2512",47167,0.081,0.025,0.223,0.138,0.533
"2513",47169,0.112,0.063,0.241,0.133,0.452
"2514",47171,0.049,0.041,0.108,0.306,0.497
"2515",47173,0.086,0.145,0.167,0.181,0.421
"2516",47175,0.145,0.147,0.147,0.239,0.323
"2517",47177,0.14,0.107,0.189,0.212,0.352
"2518",47179,0.061,0.074,0.166,0.218,0.48
"2519",47181,0.089,0.215,0.136,0.147,0.414
"2520",47183,0.093,0.135,0.228,0.251,0.292
"2521",47185,0.185,0.205,0.162,0.115,0.333
"2522",47187,0.019,0.073,0.091,0.212,0.604
"2523",47189,0.105,0.035,0.099,0.192,0.568
"2524",48001,0.172,0.104,0.095,0.088,0.541
"2525",48003,0.09,0.044,0.067,0.202,0.597
"2526",48005,0.121,0.064,0.079,0.2,0.536
"2527",48007,0.006,0.005,0.17,0.074,0.746
"2528",48009,0.081,0.053,0.099,0.091,0.676
"2529",48011,0.08,0.066,0.116,0.25,0.488
"2530",48013,0.001,0.01,0.032,0.156,0.802
"2531",48015,0.006,0.024,0.054,0.224,0.692
"2532",48017,0.018,0.106,0.06,0.217,0.598
"2533",48019,0.073,0.018,0.07,0.09,0.749
"2534",48021,0.007,0.02,0.084,0.161,0.729
"2535",48023,0.066,0.075,0.134,0.104,0.62
"2536",48025,0.001,0.003,0.052,0.19,0.753
"2537",48027,0.01,0.035,0.078,0.205,0.672
"2538",48029,0.015,0.016,0.057,0.09,0.822
"2539",48031,0.005,0.019,0.115,0.074,0.788
"2540",48033,0.039,0.115,0.125,0.107,0.614
"2541",48035,0.031,0.154,0.102,0.248,0.465
"2542",48037,0.058,0.134,0.114,0.221,0.473
"2543",48039,0.021,0.042,0.075,0.17,0.691
"2544",48041,0.012,0.038,0.067,0.347,0.537
"2545",48043,0.011,0.012,0.077,0.172,0.728
"2546",48045,0.105,0.077,0.113,0.187,0.518
"2547",48047,0.061,0.004,0.166,0.09,0.678
"2548",48049,0.085,0.077,0.066,0.239,0.534
"2549",48051,0.02,0.072,0.071,0.281,0.555
"2550",48053,0.031,0.039,0.055,0.194,0.682
"2551",48055,0.001,0.001,0.063,0.185,0.751
"2552",48057,0.019,0.028,0.179,0.071,0.703
"2553",48059,0.049,0.06,0.119,0.205,0.567
"2554",48061,0.035,0.061,0.034,0.056,0.813
"2555",48063,0.017,0.064,0.213,0.235,0.471
"2556",48065,0.099,0.064,0.124,0.252,0.462
"2557",48067,0.034,0.145,0.17,0.209,0.441
"2558",48069,0.057,0.051,0.043,0.296,0.553
"2559",48071,0.027,0.094,0.078,0.201,0.6
"2560",48073,0.123,0.063,0.148,0.192,0.475
"2561",48075,0.147,0.124,0.189,0.206,0.334
"2562",48077,0.066,0.049,0.105,0.087,0.693
"2563",48079,0.029,0.078,0.068,0.229,0.595
"2564",48081,0.039,0.056,0.093,0.241,0.572
"2565",48083,0.053,0.048,0.084,0.259,0.556
"2566",48085,0.021,0.026,0.054,0.181,0.719
"2567",48087,0.239,0.142,0.176,0.16,0.284
"2568",48089,0.004,0.044,0.078,0.228,0.645
"2569",48091,0.007,0.044,0.063,0.146,0.74
"2570",48093,0.045,0.075,0.059,0.2,0.621
"2571",48095,0.012,0.029,0.072,0.279,0.607
"2572",48097,0.118,0.026,0.056,0.207,0.594
"2573",48099,0.015,0.027,0.142,0.194,0.622
"2574",48101,0.107,0.106,0.188,0.176,0.423
"2575",48103,0.08,0.056,0.096,0.199,0.57
"2576",48105,0.026,0.071,0.072,0.225,0.606
"2577",48107,0.031,0.071,0.058,0.227,0.613
"2578",48109,0.125,0.006,0.039,0.176,0.654
"2579",48111,0.119,0.074,0.123,0.289,0.396
"2580",48113,0.024,0.019,0.059,0.141,0.757
"2581",48115,0.03,0.023,0.074,0.115,0.759
"2582",48117,0.063,0.063,0.095,0.284,0.494
"2583",48119,0.04,0.074,0.094,0.285,0.507
"2584",48121,0.016,0.025,0.046,0.204,0.709
"2585",48123,0.003,0.019,0.091,0.061,0.827
"2586",48125,0.032,0.071,0.111,0.254,0.532
"2587",48127,0.021,0.059,0.097,0.133,0.69
"2588",48129,0.139,0.065,0.147,0.21,0.439
"2589",48131,0.122,0.003,0.132,0.053,0.691
"2590",48133,0.055,0.089,0.104,0.195,0.557
"2591",48135,0.085,0.047,0.076,0.204,0.588
"2592",48137,0.016,0.047,0.145,0.101,0.691
"2593",48139,0.027,0.017,0.044,0.19,0.722
"2594",48141,0.007,0.007,0.033,0.075,0.877
"2595",48143,0.017,0.096,0.075,0.202,0.609
"2596",48145,0.009,0.029,0.061,0.187,0.715
"2597",48147,0.117,0.126,0.131,0.226,0.4
"2598",48149,0.006,0.05,0.259,0.142,0.543
"2599",48151,0.097,0.097,0.109,0.186,0.51
"2600",48153,0.049,0.063,0.043,0.216,0.629
"2601",48155,0.045,0.101,0.23,0.147,0.477
"2602",48157,0.024,0.03,0.057,0.115,0.774
"2603",48159,0.013,0.055,0.131,0.327,0.474
"2604",48161,0.025,0.121,0.085,0.137,0.632
"2605",48163,0.136,0.007,0.038,0.108,0.71
"2606",48165,0.121,0.034,0.033,0.176,0.636
"2607",48167,0.033,0.037,0.105,0.207,0.617
"2608",48169,0.034,0.079,0.067,0.207,0.612
"2609",48171,0.095,0.091,0.107,0.114,0.592
"2610",48173,0.069,0.054,0.058,0.234,0.586
"2611",48175,0.001,0.025,0.16,0.077,0.737
"2612",48177,0.001,0.001,0.091,0.078,0.828
"2613",48179,0.139,0.069,0.134,0.222,0.436
"2614",48181,0.064,0.063,0.095,0.247,0.53
"2615",48183,0.053,0.064,0.074,0.186,0.623
