"","V2","V10","V51","V106","V140","V147","V186"
"796",12,2,2,3,10,1,1
"797",12,2,1,4,10,1,1
"798",12,1,1,1,6,1,4
"799",12,2,2,NA,NA,1,3
"800",12,2,2,4,4,1,1
"801",12,NA,2,4,8,1,3
"802",12,2,1,3,3,1,4
"803",12,2,1,4,8,1,3
"804",12,2,4,4,7,1,3
"805",12,2,1,4,8,1,3
"806",12,2,1,3,8,1,4
"807",12,2,1,2,8,1,4
"808",12,2,1,2,7,1,4
"809",12,2,2,4,7,1,4
"810",12,3,1,3,9,1,4
"811",12,2,3,1,4,1,4
"812",12,2,2,3,3,1,3
"813",12,2,2,2,3,1,2
"814",12,2,2,3,6,1,1
"815",12,1,4,3,2,1,1
"816",12,1,2,2,9,1,3
"817",12,2,2,4,4,1,4
"818",12,2,2,4,9,1,3
"819",12,2,2,2,10,1,2
"820",12,1,2,3,4,1,3
"821",12,1,4,3,10,1,1
"822",12,1,1,4,10,2,1
"823",12,1,4,4,10,1,1
"824",12,2,1,1,10,1,1
"825",12,2,1,4,10,1,1
"826",12,1,4,4,10,1,1
"827",12,2,1,1,10,1,3
"828",12,1,1,1,10,1,1
"829",12,2,4,1,10,2,1
"830",12,2,1,4,NA,1,NA
"831",12,2,1,4,10,1,1
"832",12,1,4,4,5,1,1
"833",12,1,1,NA,10,1,1
"834",12,2,1,4,8,1,1
"835",12,1,4,4,10,1,1
"836",12,2,1,4,10,1,1
"837",12,1,4,4,7,NA,NA
"838",12,2,1,4,10,1,NA
"839",12,2,1,4,10,1,NA
"840",12,1,4,4,10,1,NA
"841",12,1,4,1,10,1,1
"842",12,1,3,1,10,1,1
"843",12,1,1,3,5,1,1
"844",12,1,1,3,10,1,1
"845",12,2,4,4,10,1,1
"846",12,1,4,4,10,NA,1
"847",12,1,3,3,10,1,1
"848",12,1,1,4,10,1,NA
"849",12,2,1,1,10,1,NA
"850",12,4,4,NA,1,NA,1
"851",12,1,1,3,9,NA,1
"852",12,2,1,3,9,1,1
"853",12,2,NA,3,4,1,1
"854",12,2,1,4,9,1,2
"855",12,2,1,4,9,1,1
"856",12,2,2,2,3,1,2
"857",12,1,2,4,9,1,1
"858",12,2,1,4,9,1,1
"859",12,4,1,4,9,1,NA
"860",12,4,2,3,4,1,2
"861",12,2,1,NA,7,1,2
"862",12,2,1,3,10,1,1
"863",12,1,1,2,10,1,2
"864",12,1,1,1,NA,1,2
"865",12,2,2,4,10,2,4
"866",12,2,2,4,10,2,1
"867",12,2,1,2,10,1,3
"868",12,NA,1,3,8,2,2
"869",12,2,2,3,10,1,NA
"870",12,1,1,NA,10,1,4
"871",12,2,3,3,10,NA,1
"872",12,2,1,3,7,1,2
"873",12,2,1,3,10,1,1
"874",12,2,1,3,9,NA,1
"875",12,3,1,2,8,1,2
"876",12,2,1,3,8,1,3
"877",12,3,1,2,5,1,3
"878",12,2,2,4,10,1,3
"879",12,3,2,3,8,1,4
"880",12,2,1,1,9,2,4
"881",12,2,1,4,10,1,NA
"882",12,1,1,4,5,1,4
"883",12,2,1,3,10,2,4
"884",12,2,1,4,8,1,NA
"885",12,2,1,3,7,1,4
"886",12,2,4,NA,8,1,NA
"887",12,2,1,3,6,1,2
"888",12,3,1,2,7,2,4
"889",12,3,1,4,8,2,NA
"890",12,4,1,3,5,1,4
"891",12,1,3,3,10,2,1
"892",12,2,2,4,10,2,4
"893",12,3,1,4,10,1,4
"894",12,2,3,4,10,2,2
"895",12,2,1,4,10,2,2
"896",12,4,2,4,10,2,1
"897",12,2,3,4,10,2,1
"898",12,3,1,4,10,2,1
"899",12,NA,1,4,10,2,1
"900",12,2,1,4,10,1,1
"901",12,1,NA,4,9,1,2
"902",12,1,2,NA,9,1,4
"903",12,2,4,4,8,1,1
"904",12,1,2,NA,9,1,NA
"905",12,2,2,NA,10,1,4
"906",12,2,3,1,10,1,1
"907",12,1,NA,3,10,1,1
"908",12,NA,2,4,9,1,NA
"909",12,1,2,4,10,1,2
"910",12,3,1,3,10,1,2
"911",12,2,1,NA,8,NA,1
"912",12,1,1,4,6,1,3
"913",12,4,2,4,10,1,3
"914",12,1,NA,4,9,1,2
"915",12,2,3,4,9,1,1
"916",12,1,1,4,8,NA,4
"917",12,1,1,4,8,NA,1
"918",12,3,1,4,8,1,1
"919",12,1,1,4,10,1,2
"920",12,1,1,4,10,NA,4
"921",12,2,1,3,2,NA,2
"922",12,3,3,3,10,1,1
"923",12,2,2,2,4,2,2
"924",12,3,1,3,10,1,4
"925",12,2,NA,NA,5,1,2
"926",12,3,NA,1,6,2,2
"927",12,3,2,NA,10,1,4
"928",12,NA,NA,4,NA,NA,NA
"929",12,2,1,4,4,1,NA
"930",12,3,NA,1,2,2,1
"931",12,2,1,NA,10,NA,3
"932",12,2,3,3,8,2,2
"933",12,3,3,4,10,1,3
"934",12,2,3,3,10,1,2
"935",12,2,2,NA,1,1,1
"936",12,2,2,3,10,1,1
"937",12,2,1,2,6,2,4
"938",12,3,2,4,10,1,1
"939",12,3,1,4,10,1,1
"940",12,2,1,1,10,2,2
"941",12,2,1,3,9,1,3
"942",12,2,2,3,8,1,4
"943",12,2,2,4,7,1,4
"944",12,2,4,NA,8,1,4
"945",12,2,1,2,6,1,3
"946",12,1,1,2,9,1,3
"947",12,2,3,2,8,1,3
"948",12,2,2,3,4,1,4
"949",12,2,2,2,8,1,4
"950",12,2,2,2,8,1,4
"951",12,2,1,3,7,2,3
"952",12,2,2,3,3,1,3
"953",12,2,1,3,7,1,4
"954",12,1,NA,4,8,1,1
"955",12,2,3,3,6,1,3
"956",12,2,3,4,7,1,3
"957",12,2,1,3,7,1,2
"958",12,2,1,4,9,1,4
"959",12,2,2,4,8,1,4
"960",12,2,2,3,8,1,2
"961",12,1,3,3,7,1,3
"962",12,2,3,2,8,1,1
"963",12,2,3,2,8,1,1
"964",12,1,1,4,9,1,3
"965",12,1,1,3,9,1,3
"966",12,2,1,3,10,1,1
"967",12,1,1,4,10,1,2
"968",12,2,1,4,5,1,4
"969",12,2,3,2,5,1,3
"970",12,3,NA,1,8,NA,1
"971",12,2,NA,4,8,1,1
"972",12,3,2,4,NA,2,1
"973",12,2,1,4,10,1,1
"974",12,2,NA,3,10,1,1
"975",12,2,1,4,10,1,1
"976",12,2,1,4,10,1,1
"977",12,1,2,3,8,1,1
"978",12,1,2,3,5,1,NA
"979",12,2,2,3,10,1,1
"980",12,3,1,4,NA,1,4
"981",12,1,2,4,6,1,2
"982",12,1,1,4,5,3,2
"983",12,1,2,3,5,1,3
"984",12,2,3,4,5,1,3
"985",12,2,3,4,5,1,3
"986",12,3,3,4,4,1,4
"987",12,2,3,4,6,1,NA
"988",12,2,3,4,6,1,3
"989",12,2,3,4,4,1,NA
"990",12,2,2,3,6,1,4
"991",12,2,3,NA,8,NA,1
"992",12,2,1,4,10,2,2
"993",12,1,1,3,9,NA,1
"994",12,2,2,3,9,1,2
"995",12,2,1,3,9,1,1
"996",12,2,2,4,9,1,1
"997",12,2,4,4,5,3,1
"998",12,3,4,4,10,NA,4
"999",12,2,1,3,10,1,NA
"1000",12,1,3,4,5,1,1
"1001",12,2,1,4,10,1,1
"1002",12,1,2,3,8,1,1
"1003",12,2,2,3,9,1,1
"1004",12,1,1,4,9,1,1
"1005",12,2,4,4,7,NA,2
"1006",12,1,2,4,9,NA,2
"1007",12,2,2,4,9,1,2
"1008",12,2,2,4,9,1,2
"1009",12,2,1,4,9,1,1
"1010",12,1,1,4,4,1,1
"1011",12,1,3,4,9,NA,1
"1012",12,1,3,4,8,1,1
"1013",12,1,2,3,9,1,2
"1014",12,1,1,4,10,1,2
"1015",12,1,3,3,10,1,2
"1016",12,2,2,3,9,1,2
"1017",12,1,1,4,10,1,1
"1018",12,2,1,2,10,1,1
"1019",12,2,2,4,8,1,1
"1020",12,1,3,NA,10,1,1
"1021",12,2,3,1,10,1,1
"1022",12,1,1,NA,9,1,3
"1023",12,1,2,1,9,1,1
"1024",12,2,1,4,9,1,1
"1025",12,3,1,4,1,1,1
"1026",12,1,1,4,9,1,1
"1027",12,1,1,4,9,1,2
"1028",12,2,1,4,10,1,1
"1029",12,1,3,1,9,1,1
"1030",12,1,1,4,7,NA,1
"1031",12,1,1,4,9,1,1
"1032",12,2,2,3,10,1,2
"1033",12,1,3,3,9,NA,1
"1034",12,1,1,4,10,1,2
"1035",12,2,3,3,5,1,1
"1036",12,3,2,3,8,2,1
"1037",12,2,1,4,10,1,1
"1038",12,1,1,1,10,1,2
"1039",12,3,1,4,8,1,1
"1040",12,2,3,4,6,1,1
"1041",12,3,4,4,10,1,NA
"1042",12,3,4,4,10,1,NA
"1043",12,NA,4,4,10,1,1
"1044",12,2,3,4,10,2,1
"1045",12,2,3,4,10,2,1
"1046",12,2,1,NA,10,1,1
"1047",12,2,3,4,10,2,1
"1048",12,NA,NA,4,NA,NA,1
"1049",12,2,1,4,1,2,NA
"1050",12,NA,NA,4,NA,1,NA
"1051",12,NA,1,NA,8,1,3
"1052",12,2,1,3,5,1,1
"1053",12,3,3,4,10,1,3
"1054",12,2,1,4,NA,NA,2
"1055",12,4,1,4,10,1,3
"1056",12,NA,1,3,3,2,4
"1057",12,2,1,3,1,1,3
"1058",12,2,1,3,10,2,1
"1059",12,NA,3,3,10,2,1
"1060",12,2,1,4,NA,2,1
"1061",12,2,1,4,10,2,3
"1062",12,1,3,3,10,NA,4
"1063",12,NA,1,4,10,3,1
"1064",12,2,3,4,10,1,1
"1065",12,2,2,3,10,2,1
"1066",12,2,1,4,10,1,4
"1067",12,1,1,NA,10,1,3
"1068",12,2,1,3,10,2,1
"1069",12,2,1,1,10,2,1
"1070",12,2,1,3,10,1,1
"1071",12,2,2,NA,9,1,1
"1072",12,2,1,NA,10,2,NA
"1073",12,3,NA,3,10,1,2
"1074",12,2,1,NA,6,NA,NA
"1075",12,1,1,4,5,NA,4
"1076",12,3,1,4,5,1,NA
"1077",12,2,3,NA,NA,NA,NA
"1078",12,1,1,2,10,1,1
"1079",12,2,1,NA,NA,NA,NA
"1080",12,NA,3,3,10,1,1
"1081",12,2,3,NA,10,NA,NA
"1082",12,1,1,NA,10,1,2
"1083",12,3,3,3,10,NA,2
"1084",12,1,1,NA,3,1,3
"1085",12,2,4,NA,10,1,1
"1086",12,2,4,3,10,NA,1
"1087",12,3,1,3,10,1,2
"1088",12,2,1,NA,10,1,NA
"1089",12,2,1,NA,10,1,2
"1090",12,2,1,3,10,NA,1
"1091",12,2,1,4,10,1,1
"1092",12,2,2,2,2,1,1
"1093",12,2,1,2,NA,2,3
"1094",12,1,2,4,10,1,4
"1095",12,2,2,3,5,1,4
"1096",12,4,2,4,10,2,1
"1097",12,2,1,4,10,1,4
"1098",12,2,1,4,4,1,3
"1099",12,3,1,2,7,1,NA
"1100",12,2,2,3,3,3,1
"1101",12,3,2,3,9,1,3
"1102",12,3,1,4,10,1,3
"1103",12,2,1,4,8,1,4
"1104",12,3,2,NA,7,NA,NA
"1105",12,3,1,2,8,NA,1
"1106",12,3,1,4,10,1,1
"1107",12,2,2,3,7,NA,2
"1108",12,2,1,NA,1,1,1
"1109",12,2,1,NA,10,1,2
"1110",12,2,2,4,10,2,1
"1111",12,3,4,4,10,1,NA
"1112",12,2,4,4,6,1,1
"1113",12,2,3,4,10,2,1
"1114",12,NA,1,4,5,NA,1
"1115",12,3,1,NA,10,1,3
"1116",12,2,1,4,10,1,1
"1117",12,2,3,4,10,2,1
"1118",12,2,3,4,10,2,1
"1119",12,NA,NA,4,NA,NA,NA
"1120",12,2,1,4,1,2,NA
"1121",12,1,4,4,8,1,3
"1122",12,NA,4,4,10,1,1
"1123",12,3,4,4,10,1,NA
"1124",12,2,3,4,10,2,1
"1125",12,2,1,4,10,1,1
"1126",12,2,3,4,10,2,1
"1127",12,2,1,4,10,1,1
"1128",12,NA,NA,4,NA,1,NA
"1129",12,2,3,4,10,2,1
"1130",12,2,1,4,1,2,NA
"1131",12,3,2,NA,8,2,4
"1132",12,2,2,3,10,1,1
"1133",12,1,4,NA,9,2,4
"1134",12,2,1,NA,10,1,4
"1135",12,2,2,4,8,1,4
"1136",12,2,1,4,10,1,3
"1137",12,4,2,4,7,1,4
"1138",12,2,1,3,10,1,4
"1139",12,1,3,3,10,1,4
"1140",12,3,2,NA,10,2,4
"1141",12,2,2,4,10,1,4
"1142",12,2,3,2,10,1,4
"1143",12,2,4,3,10,NA,4
"1144",12,3,2,4,10,2,4
"1145",12,2,2,4,8,1,3
"1146",12,2,2,3,7,1,3
"1147",12,2,2,4,10,1,4
"1148",12,2,NA,4,6,1,3
"1149",12,2,1,4,9,1,4
"1150",12,2,1,4,10,1,4
"1151",12,2,1,4,NA,1,1
"1152",12,2,1,4,10,2,1
"1153",12,2,1,4,10,1,1
"1154",12,1,NA,NA,NA,NA,NA
"1155",12,2,1,NA,NA,1,1
"1156",12,2,NA,3,NA,1,2
"1157",12,2,2,4,10,1,1
"1158",12,2,4,4,10,1,1
"1159",12,2,1,4,10,NA,4
"1160",12,2,1,NA,5,NA,NA
"1161",12,1,1,4,NA,1,1
"1162",12,1,4,4,10,1,1
"1163",12,2,1,1,10,1,1
"1164",12,2,1,3,10,1,4
"1165",12,2,1,4,10,1,1
"1166",12,2,2,4,7,1,4
"1167",12,1,4,4,10,1,1
"1168",12,2,1,3,10,1,3
"1169",12,1,1,4,10,1,1
"1170",12,2,3,4,5,1,4
"1171",12,NA,2,3,7,1,4
"1172",12,2,3,2,10,NA,3
"1173",12,2,2,3,6,1,3
"1174",12,NA,2,3,6,1,3
"1175",12,2,1,3,8,NA,4
"1176",12,2,1,3,8,1,4
"1177",12,2,NA,3,6,NA,3
"1178",12,3,2,NA,8,1,4
"1179",12,4,2,2,NA,NA,4
"1180",12,NA,3,3,NA,NA,NA
"1181",12,2,1,3,7,2,2
"1182",12,3,1,4,9,2,4
"1183",12,1,1,3,9,1,4
"1184",12,3,3,3,10,1,4
"1185",12,2,1,3,10,1,3
"1186",12,2,1,4,10,1,4
"1187",12,2,1,NA,8,1,4
"1188",12,2,3,4,7,2,1
"1189",12,2,3,3,6,2,2
"1190",12,3,1,4,8,2,4
"1191",12,2,3,4,10,1,NA
"1192",12,2,1,4,10,1,4
"1193",12,2,2,4,9,1,4
"1194",12,1,3,NA,10,1,4
"1195",12,2,1,4,9,1,4
"1196",12,2,1,3,9,1,4
"1197",12,2,3,4,9,1,NA
"1198",12,2,1,4,7,1,4
"1199",12,2,2,4,5,2,2
"1200",12,NA,1,4,10,1,3
"1201",32,1,3,NA,NA,2,4
"1202",32,1,3,NA,8,2,4
"1203",32,2,4,NA,9,2,4
"1204",32,2,4,NA,10,1,4
"1205",32,1,3,2,10,1,4
"1206",32,2,2,2,9,2,4
"1207",32,2,4,3,10,1,4
"1208",32,1,2,2,10,1,4
"1209",32,1,3,2,10,2,4
"1210",32,2,3,2,10,3,4
"1211",32,2,2,1,10,1,4
"1212",32,1,3,2,10,1,4
"1213",32,1,2,2,9,3,4
"1214",32,2,3,2,10,1,3
"1215",32,2,3,2,9,1,4
"1216",32,2,3,2,10,3,3
"1217",32,1,4,3,10,1,3
"1218",32,2,4,2,9,1,3
"1219",32,1,1,2,10,1,4
"1220",32,2,3,2,10,1,4
"1221",32,2,3,2,10,3,3
"1222",32,3,3,2,10,1,3
"1223",32,3,3,2,7,1,3
"1224",32,2,3,3,10,1,4
"1225",32,2,2,1,10,2,3
"1226",32,2,4,2,10,1,3
"1227",32,2,3,2,10,1,4
"1228",32,2,2,NA,8,NA,2
"1229",32,2,4,NA,10,1,NA
"1230",32,2,2,NA,8,3,4
"1231",32,1,4,4,10,1,3
"1232",32,4,1,2,10,1,2
"1233",32,2,2,3,10,1,1
"1234",32,3,2,2,9,2,3
"1235",32,2,2,3,10,1,3
"1236",32,2,3,2,9,3,4
"1237",32,2,2,2,10,1,4
"1238",32,2,NA,2,9,2,4
"1239",32,2,3,NA,10,3,4
"1240",32,2,3,2,8,3,4
"1241",32,2,3,4,6,NA,2
"1242",32,3,3,3,7,1,3
"1243",32,2,3,2,5,1,2
"1244",32,2,2,NA,6,2,4
"1245",32,2,3,NA,6,3,3
"1246",32,2,3,2,10,1,4
"1247",32,2,2,2,7,1,4
"1248",32,2,3,2,10,1,4
"1249",32,2,3,2,7,1,4
"1250",32,2,3,2,10,3,4
"1251",32,2,4,1,10,3,4
"1252",32,2,4,1,10,1,3
"1253",32,2,4,1,10,3,4
"1254",32,1,4,1,10,1,4
"1255",32,2,4,1,10,3,3
"1256",32,2,3,2,10,2,1
"1257",32,2,3,2,6,3,3
"1258",32,3,3,1,7,2,2
"1259",32,2,3,3,10,2,3
"1260",32,2,4,2,7,3,3
"1261",32,1,4,2,10,1,4
"1262",32,1,3,NA,10,1,1
"1263",32,3,3,2,10,1,1
"1264",32,2,3,2,10,2,1
"1265",32,2,3,2,10,1,1
"1266",32,2,4,NA,10,3,4
"1267",32,2,NA,2,10,2,4
"1268",32,2,4,NA,10,1,4
"1269",32,2,4,NA,9,2,4
"1270",32,2,4,1,10,3,4
"1271",32,2,4,NA,10,2,4
"1272",32,2,4,2,9,1,4
"1273",32,1,4,NA,10,2,4
"1274",32,3,4,NA,8,2,4
"1275",32,4,4,NA,10,1,4
"1276",32,2,4,2,10,2,4
"1277",32,1,3,NA,10,NA,3
"1278",32,2,4,NA,10,2,2
"1279",32,2,3,4,10,2,4
"1280",32,2,NA,3,10,2,3
"1281",32,2,3,2,10,1,2
"1282",32,2,4,3,10,1,1
"1283",32,2,3,3,10,NA,4
"1284",32,1,3,2,10,1,1
"1285",32,1,4,4,10,1,3
"1286",32,1,3,2,10,1,4
"1287",32,2,2,3,10,1,1
"1288",32,2,3,NA,10,2,4
"1289",32,NA,4,3,10,3,3
"1290",32,NA,3,3,10,2,4
"1291",32,2,3,1,10,3,4
"1292",32,2,3,1,10,2,3
"1293",32,2,4,1,10,3,3
"1294",32,2,4,1,10,3,4
"1295",32,2,2,3,7,1,3
"1296",32,2,3,2,10,1,1
"1297",32,2,4,4,10,1,1
"1298",32,3,3,3,NA,1,1
"1299",32,1,4,3,NA,1,3
"1300",32,2,3,2,10,2,3
"1301",32,2,4,NA,10,2,2
"1302",32,1,2,2,10,1,4
"1303",32,2,3,1,10,1,3
"1304",32,2,3,2,10,1,3
"1305",32,2,3,1,10,1,2
"1306",32,3,3,2,10,2,3
"1307",32,2,3,2,9,1,3
"1308",32,3,2,2,9,2,2
"1309",32,2,2,2,8,1,3
"1310",32,2,2,2,9,2,2
"1311",32,2,3,2,10,1,4
"1312",32,2,4,NA,10,1,4
"1313",32,1,3,1,10,NA,2
"1314",32,2,4,NA,10,3,3
"1315",32,1,2,4,10,1,1
"1316",32,3,2,2,10,3,2
"1317",32,2,3,2,10,1,2
"1318",32,2,2,3,10,2,2
"1319",32,2,2,2,10,2,3
"1320",32,2,4,2,10,2,2
"1321",32,1,2,2,10,1,2
"1322",32,4,3,2,10,1,1
"1323",32,2,3,2,10,1,2
"1324",32,1,1,2,10,2,2
"1325",32,1,3,2,10,1,2
"1326",32,1,4,1,10,NA,4
"1327",32,1,4,1,10,NA,3
"1328",32,2,4,1,10,1,4
"1329",32,2,4,2,10,1,4
"1330",32,2,4,3,10,1,2
"1331",32,2,4,4,7,2,3
"1332",32,3,2,NA,7,2,2
"1333",32,2,3,NA,8,1,4
"1334",32,1,3,2,10,3,3
"1335",32,2,4,NA,8,2,3
"1336",32,1,1,2,10,2,3
"1337",32,2,1,1,8,2,2
"1338",32,1,3,2,10,2,2
"1339",32,1,2,1,9,1,2
"1340",32,2,2,2,9,1,3
"1341",32,1,3,3,8,1,3
"1342",32,2,2,3,7,1,3
"1343",32,2,2,3,8,1,3
"1344",32,2,3,2,8,2,3
"1345",32,1,4,2,10,1,4
"1346",32,1,4,4,10,NA,1
"1347",32,1,3,4,10,1,1
"1348",32,2,4,2,10,1,4
"1349",32,3,NA,4,10,2,3
"1350",32,2,4,4,10,1,1
"1351",32,1,3,1,10,2,4
"1352",32,2,3,4,7,1,2
"1353",32,2,2,1,9,3,1
"1354",32,1,4,1,10,3,4
"1355",32,2,3,1,10,2,4
"1356",32,2,4,1,10,1,4
"1357",32,2,3,NA,10,1,2
"1358",32,4,3,NA,10,1,2
"1359",32,2,3,1,10,2,3
"1360",32,NA,2,NA,10,2,2
"1361",32,2,NA,1,10,NA,4
"1362",32,2,3,2,8,NA,3
"1363",32,1,4,2,10,2,3
"1364",32,2,4,1,10,2,4
"1365",32,2,4,2,10,2,4
"1366",32,2,3,3,9,NA,3
"1367",32,1,1,3,6,1,4
"1368",32,2,2,3,5,1,3
"1369",32,2,3,2,9,1,4
"1370",32,2,3,NA,10,NA,4
"1371",32,2,4,2,8,1,4
"1372",32,2,3,2,7,1,4
"1373",32,2,3,NA,6,1,4
"1374",32,2,3,2,9,1,4
"1375",32,2,4,3,8,2,4
"1376",32,3,3,2,10,1,2
"1377",32,1,3,NA,10,2,3
"1378",32,1,3,1,10,1,3
"1379",32,NA,3,NA,8,3,2
"1380",32,2,2,NA,10,NA,3
"1381",32,2,4,4,9,2,4
"1382",32,2,3,2,8,1,4
"1383",32,3,4,NA,9,1,4
"1384",32,2,4,4,8,1,4
"1385",32,3,3,3,9,3,4
"1386",32,2,NA,2,6,1,2
"1387",32,2,2,3,7,2,3
"1388",32,1,3,4,7,1,2
"1389",32,2,3,2,8,1,4
"1390",32,2,4,1,9,1,4
"1391",32,1,3,3,9,1,3
"1392",32,3,2,3,9,1,4
"1393",32,2,2,2,9,1,4
"1394",32,1,3,1,9,1,4
"1395",32,2,2,2,9,2,4
"1396",32,2,2,2,9,1,4
"1397",32,1,2,2,10,2,3
"1398",32,2,3,2,8,1,4
"1399",32,2,2,2,8,2,4
"1400",32,3,2,2,9,1,3
"1401",32,2,3,2,9,1,3
"1402",32,2,2,3,8,1,3
"1403",32,2,4,2,9,1,3
"1404",32,2,3,3,9,1,3
"1405",32,2,4,2,10,1,4
"1406",32,1,3,1,10,1,4
"1407",32,2,3,1,10,1,3
"1408",32,3,2,1,10,1,3
"1409",32,2,1,2,8,1,2
"1410",32,1,2,1,10,1,2
"1411",32,1,1,1,10,1,4
"1412",32,2,3,2,10,1,4
"1413",32,2,2,1,9,1,3
"1414",32,2,2,1,10,1,3
"1415",32,1,2,1,9,1,2
"1416",32,2,2,1,8,2,1
"1417",32,2,4,1,10,2,1
"1418",32,1,4,1,10,2,1
"1419",32,2,NA,1,10,2,1
"1420",32,1,1,1,9,1,1
"1421",32,2,4,NA,10,1,4
"1422",32,2,4,1,10,1,4
"1423",32,2,4,1,10,1,4
"1424",32,2,4,1,10,1,4
"1425",32,1,4,1,10,1,4
"1426",32,2,2,1,10,1,4
"1427",32,1,4,2,10,2,1
"1428",32,1,1,2,10,1,1
"1429",32,2,4,1,8,2,2
"1430",32,4,4,4,5,1,4
"1431",32,3,3,3,9,1,1
"1432",32,2,2,4,10,2,4
"1433",32,1,4,4,10,1,4
"1434",32,3,1,4,10,1,4
"1435",32,1,4,4,8,1,4
"1436",32,2,3,NA,10,1,4
"1437",32,4,2,NA,8,1,1
"1438",32,3,4,NA,10,3,1
"1439",32,3,3,NA,10,2,1
"1440",32,2,4,2,10,1,4
"1441",32,2,4,NA,10,1,1
"1442",32,1,NA,NA,10,1,4
"1443",32,3,4,2,10,1,1
"1444",32,2,1,NA,10,3,4
"1445",32,2,2,2,10,2,1
"1446",32,1,3,2,9,1,4
"1447",32,2,4,NA,9,2,3
"1448",32,2,3,2,10,1,1
"1449",32,2,4,3,9,1,3
"1450",32,2,3,2,10,2,3
"1451",32,3,4,3,10,1,4
"1452",32,1,3,4,10,1,3
"1453",32,2,3,2,10,1,4
"1454",32,2,3,2,9,1,2
"1455",32,1,2,2,9,2,2
"1456",32,2,4,3,7,2,3
"1457",32,2,3,2,4,2,4
"1458",32,2,4,3,6,3,4
"1459",32,2,4,3,10,3,4
"1460",32,2,4,3,9,3,4
"1461",32,1,3,3,10,1,3
"1462",32,2,3,2,9,1,3
"1463",32,1,3,2,10,1,NA
"1464",32,1,4,2,10,1,2
"1465",32,2,3,2,10,2,3
"1466",32,2,4,4,1,1,3
"1467",32,2,1,3,10,1,4
"1468",32,1,1,NA,8,1,NA
"1469",32,2,1,2,7,2,4
"1470",32,1,3,2,10,2,4
"1471",32,3,3,3,NA,2,1
"1472",32,2,2,4,9,2,3
"1473",32,2,2,3,8,1,3
"1474",32,2,3,2,NA,1,3
"1475",32,2,4,2,8,NA,NA
"1476",32,3,1,NA,9,1,3
"1477",32,2,2,3,10,1,3
"1478",32,3,2,3,10,1,3
"1479",32,1,3,3,8,1,1
"1480",32,2,2,2,7,2,3
"1481",32,2,4,2,9,2,4
"1482",32,2,4,2,10,2,4
"1483",32,2,4,2,10,2,3
"1484",32,1,4,2,8,1,3
"1485",32,2,2,4,NA,1,3
"1486",32,1,4,4,10,2,4
"1487",32,2,NA,1,NA,1,4
"1488",32,3,3,2,10,1,4
"1489",32,1,3,4,8,1,4
"1490",32,1,1,4,10,1,2
"1491",32,2,1,3,6,1,3
"1492",32,2,3,1,7,1,2
"1493",32,1,3,3,8,1,2
"1494",32,2,4,1,7,3,3
"1495",32,1,2,2,7,3,1
"1496",32,2,3,2,8,1,4
"1497",32,1,4,2,10,2,4
"1498",32,1,3,1,10,1,4
"1499",32,1,4,1,10,1,4
"1500",32,2,4,1,9,1,4
"1501",32,3,3,4,8,1,3
"1502",32,2,4,2,10,1,2
"1503",32,3,3,3,9,NA,3
"1504",32,2,4,1,9,3,4
"1505",32,2,3,1,10,2,4
"1506",32,1,2,2,9,1,2
"1507",32,2,4,4,10,1,2
"1508",32,2,4,4,10,1,1
"1509",32,3,3,1,10,NA,1
"1510",32,1,4,4,10,1,1
"1511",32,1,3,2,9,1,2
"1512",32,4,4,2,10,1,4
"1513",32,4,3,4,10,1,4
"1514",32,2,4,2,10,1,4
"1515",32,1,4,2,10,1,4
"1516",32,1,3,1,10,3,3
"1517",32,2,1,2,9,1,4
"1518",32,2,2,2,8,NA,4
"1519",32,2,4,2,10,2,4
"1520",32,1,4,2,8,1,4
"1521",32,3,2,4,7,1,2
"1522",32,1,3,2,10,NA,4
"1523",32,1,3,2,10,1,2
"1524",32,2,2,2,8,1,2
"1525",32,1,2,4,8,1,4
"1526",32,1,4,4,8,2,1
"1527",32,2,4,2,10,2,1
"1528",32,1,3,3,9,3,3
"1529",32,1,4,4,10,2,2
"1530",32,2,4,4,10,2,4
"1531",32,2,1,4,9,1,2
"1532",32,3,2,4,9,1,2
"1533",32,2,2,3,8,1,3
"1534",32,1,4,2,10,2,4
"1535",32,1,4,2,10,1,2
"1536",32,1,4,4,10,1,4
"1537",32,2,4,2,10,1,4
"1538",32,2,4,3,9,2,4
"1539",32,2,4,3,10,2,3
"1540",32,1,4,3,4,2,4
"1541",32,2,4,2,10,1,3
"1542",32,2,4,2,8,2,2
"1543",32,2,NA,3,10,NA,3
"1544",32,1,NA,NA,10,1,3
"1545",32,1,3,2,8,2,4
"1546",32,2,4,1,10,1,1
"1547",32,1,4,3,10,2,1
"1548",32,1,3,3,10,1,1
"1549",32,1,4,1,10,1,1
"1550",32,1,4,1,10,1,1
"1551",32,2,4,1,8,3,1
"1552",32,2,4,1,8,3,1
"1553",32,1,4,1,10,1,1
"1554",32,2,4,1,10,NA,1
"1555",32,1,3,1,10,3,1
"1556",32,1,3,1,10,1,1
"1557",32,2,4,1,10,1,1
"1558",32,2,3,1,10,1,1
"1559",32,1,4,2,10,1,1
"1560",32,1,4,1,9,1,4
"1561",32,2,3,2,9,2,4
"1562",32,2,2,3,10,2,4
"1563",32,1,4,2,9,2,3
"1564",32,3,1,3,10,1,4
"1565",32,1,2,2,10,1,3
"1566",32,1,4,2,10,1,2
